AvyYear,YYYY,MM,DD,Location,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,Date
1983,1982,12,19,PHILIPSBURG,BC,MT,0.000,0.000,Snowmobiler,,1,,12/19/1982
1983,1982,11,14,MONTPELIER,BC,ID,0.000,0.000,Hunter,,1,,11/14/1982
1982,1982,6,20,MT HOOD,BC,OR,0.000,0.000,Climber,,1,,6/20/1982
1982,1982,4,3,DENALI / MT MCKINLEY,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,4/3/1982
1982,1982,3,31,ALPINE MDWS,SA,CA,0.000,0.000,Others at Work,Foot,4,,3/31/1982
1982,1982,3,31,ALPINE MDWS,SA,CA,0.000,0.000,Ski Patroller,Ski,3,,3/31/1982
1982,1982,3,22,PARK WEST,SA,UT,0.000,0.000,Sidecountry Rider,Ski,1,,3/22/1982
1982,1982,3,13,ARAPAHOE BASIN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,3/13/1982
1982,1982,2,14,ANEROID LAKE,BC,OR,0.000,0.000,Backcountry Tourer,Ski,1,,2/14/1982
1982,1982,1,25,MT WASHINGTON,BC,NH,0.000,0.000,Rescuer,,1,,1/25/1982
1982,1982,1,23,CUMBRES PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/23/1982
1982,1982,1,6,ARAPAHOE BASIN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,1/6/1982
1982,1982,1,5,D. L. BLISS,BC,CA,0.000,0.000,Misc Recreation,,1,,1/5/1982
1982,1981,12,20,LEADVILLE,BC,CO,0.000,0.000,Hiker,,1,,12/20/1981
1982,1981,11,21,CHUGACH,BC,AK,0.000,0.000,Climber,,1,,11/21/1981
1981,1981,6,21,MT RAINIER,BC,WA,0.000,0.000,Climber,Foot,11,,6/21/1981
1981,1981,4,12,SOURCE LAKE,BC,WA,0.000,0.000,Backcountry Tourer,Ski,1,,4/12/1981
1981,1981,4,12,RED LODGE,BC,MT,0.000,0.000,Snowmobiler,,1,,4/12/1981
1981,1981,3,31,SNOWMASS,SA,CO,0.000,0.000,Ski Patroller,,1,,3/31/1981
1981,1981,3,3,WOLF CREEK PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/3/1981
1981,1981,3,1,MILLCREEK CN,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,3/1/1981
1981,1981,3,1,MT BALDY,SA,CA,0.000,0.000,Sidecountry Rider,Ski,1,,3/1/1981
1981,1981,2,15,SCHWEITZER,SA,ID,0.000,0.000,Inbounds Rider,Ski,1,,2/15/1981
1981,1981,2,15,LAMOILLE,BC,NV,0.000,0.000,Snowmobiler,,1,,2/15/1981
1981,1981,2,1,BIG COTTONWOOD,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/1/1981
1981,1980,11,27,ST MARYS GLACIER,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,11/27/1980
1981,1980,11,15,TAOS,SA,NM,0.000,0.000,Backcountry Tourer,Ski,1,,11/15/1980
1980,1980,3,15,CRYSTAL MTN,SA,WA,0.000,0.000,Sidecountry Rider,Ski,1,,3/15/1980
1980,1980,1,18,BIG MOUNTAIN,SA,MT,0.000,0.000,Sidecountry Rider,Ski,1,,1/18/1980
1980,1980,1,11,B COTTONWOOD,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,1/11/1980
1980,1979,12,24,TAOS,BC,NM,0.000,0.000,Backcountry Tourer,Ski,1,,12/24/1979
1980,1979,11,22,TELLURIDE,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,11/22/1979
1980,1979,11,4,MAMMOTH MT,SA,CA,0.000,0.000,Backcountry Tourer,Ski,1,,11/4/1979
1979,1979,5,9,MT HUNTER,BC,AK,0.000,0.000,Climber,,1,,5/9/1979
1979,1979,4,26,GRAND TETON,BC,WY,0.000,0.000,Climber,,2,,4/26/1979
1979,1979,4,2,DESOLATION LK,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,4/2/1979
1979,1979,3,4,MT RAINIER,BC,WA,0.000,0.000,Climber,,2,,3/4/1979
1979,1979,2,10,LOVELAND BASIN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/10/1979
1979,1979,1,20,STEVENS PASS,BC,WA,0.000,0.000,Hiker,Snowshoe,1,,1/20/1979
1979,1979,1,19,HELPER,MN,UT,0.000,0.000,Miner,,1,,1/19/1979
1979,1979,1,6,GUANELLA PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/6/1979
1978,1978,8,27,MT BAKER,BC,WA,0.000,0.000,Climber,,1,,8/27/1978
1978,1978,5,31,MT RAINIER,BC,WA,0.000,0.000,Climber,,1,,5/31/1978
1978,1978,5,30,MT FORAKER,BC,AK,0.000,0.000,Climber,,2,,5/30/1978
1978,1978,4,16,MT SOPRIS,BC,CO,0.000,0.000,Snowmobiler,,1,,4/16/1978
1978,1978,2,10,RED MOUNTAIN PASS,RD,CO,0.000,0.000,Highway Personnel,,1,,2/10/1978
1978,1978,2,10,TWIN LAKES,RD,CA,0.000,0.000,Hiker,Snowshoe,1,,2/10/1978
1978,1978,2,10,TWIN LAKES,RD,CA,0.000,0.000,Motorist,,2,,2/10/1978
1978,1978,2,9,LOST CANYON,RD,CA,0.000,0.000,Highway Personnel,,1,,2/9/1978
1978,1978,1,21,TURNAGAIN PASS,BC,AK,0.000,0.000,Backcountry Tourer,Ski,4,,1/21/1978
1978,1978,1,6,SHEEP MT,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,1/6/1978
1978,1977,12,31,MT RAINIER,BC,WA,0.000,0.000,Climber,,1,,12/31/1977
1978,1977,11,2,EL DIENTE PK,BC,CO,0.000,0.000,Climber,,1,,11/2/1977
1977,1977,5,22,S ARAPAHOE PK,BC,CO,0.000,0.000,Climber,,1,,5/22/1977
1977,1977,3,26,SHEEP CREEK,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,3/26/1977
1977,1977,3,3,SNOWBIRD,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,3/3/1977
1977,1977,2,6,VALDEZ,RD,AK,0.000,0.000,Others at Work,,1,,2/6/1977
1977,1977,1,20,MT BALDY,BC,CA,0.000,0.000,Snowplayer,,1,,1/20/1977
1977,1976,12,12,SHEEP MT,BC,AK,0.000,0.000,Hiker,Snowshoe,1,,12/12/1976
1976,1976,8,6,MT FORAKER,BC,AK,0.000,0.000,Climber,,3,,8/6/1976
1976,1976,7,4,ROCKY MOUNTAIN NAT PARK,BC,CO,0.000,0.000,Climber,,1,,7/4/1976
1976,1976,5,15,BIG FOUR MT,BC,WA,0.000,0.000,Climber,,1,,5/15/1976
1976,1976,3,29,MT NAST,BC,CO,0.000,0.000,Others at Work,,1,,3/29/1976
1976,1976,3,27,SILVER PEAK,BC,WA,0.000,0.000,Hiker,Snowshoe,1,,3/27/1976
1976,1976,3,20,GRAND TARGHEE,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,3/20/1976
1976,1976,3,2,ALPINE MEADOWS,SA,CA,0.000,0.000,Inbounds Rider,Ski,3,,3/2/1976
1976,1976,2,21,BRIDGEPORT,BC,CA,0.000,0.000,Climber,,1,,2/21/1976
1976,1976,2,19,MT MARATHON,BC,AK,0.000,0.000,Climber,,1,,2/19/1976
1976,1976,1,17,BERTHOUD PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/17/1976
1976,1976,1,12,JACKSON PEAK,BC,WY,0.000,0.000,Backcountry Tourer,Ski,2,,1/12/1976
1976,1976,1,10,POCATELLO,BC,ID,0.000,0.000,Climber,,2,,1/10/1976
1976,1976,1,6,ALTA,SA,UT,0.000,0.000,Sidecountry Rider,Ski,1,,1/6/1976
1976,1975,11,30,MT RAINIER,BC,WA,0.000,0.000,Hiker,Snowshoe,1,,11/30/1975
1976,1975,11,15,JUNEAU,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,11/15/1975
1975,1975,5,10,PORTAGE,BC,AK,0.000,0.000,Hunter,,1,,5/10/1975
1975,1975,4,26,MT ST HELENS,BC,WA,0.000,0.000,Climber,,5,,4/26/1975
1975,1975,4,26,MT HOOD,BC,OR,0.000,0.000,Climber,,1,,4/26/1975
1975,1975,3,23,HECLA,BC,MT,0.000,0.000,Snowmobiler,,1,,3/23/1975
1975,1975,3,21,MCGINNIS GL,BC,AK,0.000,0.000,Climber,,1,,3/21/1975
1975,1975,2,8,CENTENNIAL,BC,WY,0.000,0.000,Snowplayer,,1,,2/8/1975
1975,1975,2,5,SUN VALLEY,SA,ID,0.000,0.000,Sidecountry Rider,Ski,1,,2/5/1975
1975,1975,1,19,OWEN CREEK,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,1/19/1975
1975,1975,1,16,CHUGACH,BC,AK,0.000,0.000,Climber,,1,,1/16/1975
1975,1975,1,15,CASTLE CREEK,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/15/1975
1975,1975,1,14,GARFIELD,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,1/14/1975
1975,1975,1,9,CRESTED BUTTE,SA,CO,0.000,0.000,Inbounds Rider,Ski,1,,1/9/1975
1975,1974,12,28,ASPEN MTN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,12/28/1974
1975,1974,12,21,GUANELLA PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,12/21/1974
1975,1974,12,15,MONARCH PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,12/15/1974
1975,1974,11,23,ARAPAHOE BASIN,SA,CO,0.000,0.000,Ski Patroller,,1,,11/23/1974
1975,1974,11,18,MT RAINIER,BC,WA,0.000,0.000,Climber,,1,,11/18/1974
1974,1974,3,2,HEAVENLY VAL,SA,CA,0.000,0.000,Inbounds Rider,Ski,1,,3/2/1974
1974,1974,2,7,JUNEAU,RD,AK,0.000,0.000,Highway Personnel,,1,,2/7/1974
1974,1974,1,27,SOURCE LAKE,BC,WA,0.000,0.000,Hiker,Snowshoe,2,,1/27/1974
1974,1974,1,16,GRAND TETON,BC,WY,0.000,0.000,Backcountry Tourer,Ski,3,,1/16/1974
1974,1974,1,1,TANAINA PEAK,BC,AK,0.000,0.000,Climber,,1,,1/1/1974
1974,1973,12,30,FLATTOP MT,BC,AK,0.000,0.000,Climber,,1,,12/30/1973
1974,1973,12,29,PARKCITYWEST,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,12/29/1973
1974,1973,11,19,MT SHASTA,BC,CA,0.000,0.000,Climber,,1,,11/19/1973
1974,1973,10,13,ROCKY MOUNTAIN NAT PARK,BC,CO,0.000,0.000,Climber,,2,,10/13/1973
1973,1973,3,24,TAOS SKIVALLEY,SA,NM,0.000,0.000,Sidecountry Rider,Ski,1,,3/24/1973
1973,1973,1,22,SUN VALLEY,SA,ID,0.000,0.000,Mechanized Guiding Client,,1,,1/22/1973
1973,1972,12,13,STEAMBOAT,SA,CO,0.000,0.000,Inbounds Rider,Ski,1,,12/13/1972
1973,1972,12,8,ASPEN MTN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,12/8/1972
1972,1972,9,26,YOSEMITE,BC,CA,0.000,0.000,Hiker,,1,,9/26/1972
1972,1972,8,20,MITCHELL LAKE,BC,CO,0.000,0.000,Hiker,,1,,8/20/1972
1972,1972,5,10,MT GARFIELD,BC,WA,0.000,0.000,Climber,,2,,5/10/1972
1972,1972,1,29,MT ROSE,SA,NV,0.000,0.000,Sidecountry Rider,Ski,2,,1/29/1972
1972,1971,10,17,POLE CREEK,BC,CO,0.000,0.000,Hunter,,1,,10/17/1971
1971,1971,4,12,EKLUTNA GLAC,BC,AK,0.000,0.000,Climber,,2,,4/12/1971
1971,1971,3,16,ASPEN MTN (McFarlane Gulch),BC,CO,0.000,0.000,Mechanized Guide,Ski,1,,3/16/1971
1971,1971,1,24,STEVENS PASS,TN,WA,0.000,0.000,Resident,Foot,4,,1/24/1971
1971,1971,1,20,WILLOW CREEK,BC,ID,0.000,0.000,Snowmobiler,,1,,1/20/1971
1971,1971,1,15,SNOQUALMIE PS,RD,WA,0.000,0.000,Motorist,,1,,1/15/1971
1971,1971,1,10,JUNEAU,BC,AK,0.000,0.000,Climber,,1,,1/10/1971
1971,1970,12,28,MT BAKER,SA,WA,0.000,0.000,Inbounds Rider,Ski,1,,12/28/1970
1971,1970,12,28,ALUM CREEK,BC,NV,0.000,0.000,Snowmobiler,,1,,12/28/1970
1970,1970,3,2,RED MOUNTAIN PASS,RD,CO,0.000,0.000,Highway Personnel,,1,,3/2/1970
1970,1970,1,29,ALTA,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,1/29/1970
1970,1969,12,29,GLACIER,BC,MT,0.000,0.000,Climber,,5,,12/29/1969
1969,1969,3,16,BLACKFOOT R,RD,MT,0.000,0.000,Motorist,,1,,3/16/1969
1969,1969,3,9,MT RAINIER,BC,WA,0.000,0.000,Backcountry Tourer,Ski,1,,3/9/1969
1969,1969,2,25,KYLE CANYON,TN,NV,0.000,0.000,Resident,Foot,2,,2/25/1969
1969,1969,2,24,MINERAL KING,RS,CA,0.000,0.000,Resident,Foot,1,,2/24/1969
1969,1968,12,27,SLIDE MT,SA,NV,0.000,0.000,Backcountry Tourer,Ski,1,,12/27/1968
1968,1968,3,17,MAMMOTH MT,SA,CA,0.000,0.000,Inbounds Rider,Ski,1,,3/17/1968
1968,1968,2,24,LEADVILLE,BC,CO,0.000,0.000,Snowmobiler,,1,,2/24/1968
1968,1968,2,19,ROCK CANYON,BC,UT,0.000,0.000,Hiker,,1,,2/19/1968
1968,1967,11,26,ARAPAHOE BASIN,SA,CO,0.000,0.000,Ski Patroller,,1,,11/26/1967
1967,1967,2,18,SKYLINE,SA,ID,0.000,0.000,Ski Patroller,,2,,2/18/1967
1967,1967,2,12,PARLEY'S CN,BC,UT,0.000,0.000,Climber,,2,,2/12/1967
1967,1967,1,7,LOVELAND PASS,BC,CO,0.000,0.000,Climber,,2,,1/7/1967
1966,1966,2,5,MT BAKER,BC,WA,0.000,0.000,Backcountry Tourer,Ski,1,,2/5/1966
1966,1965,12,31,PARK CITY,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,12/31/1965
1966,1965,12,20,GENEVA BASIN,SA,CO,0.000,0.000,Inbounds Rider,Ski,1,,12/20/1965
1965,1965,4,1,MORROW POINTDAM,MN,CO,0.000,0.000,Others at Work,,1,,4/1/1965
1965,1965,1,31,HOMESTAKE LAKE,MN,CO,0.000,0.000,Others at Work,,1,,1/31/1965
1965,1965,1,29,SNOWBANK MOUNTAIN,RD,ID,0.000,0.000,Others at Work,Vehicle,1,,1/29/1965
1965,1965,1,2,SUGAR BOWL,BC,CA,0.000,0.000,Hiker,Snowshoe,1,,1/2/1965
1964,1964,4,4,MT WASHINGTON,BC,NH,0.000,0.000,Climber,,2,,4/4/1964
1964,1964,3,29,SNOW BASIN,SA,UT,0.000,0.000,Ranger,,1,,3/29/1964
1964,1964,3,14,SQUAW VALLEY,SA,CA,0.000,0.000,Sidecountry Rider,Ski,1,,3/14/1964
1964,1964,3,12,SNOW KING MT,SA,WY,0.000,0.000,Ski Patroller,,1,,3/12/1964
1964,1964,3,7,POCATELLO,TN,ID,0.000,0.000,Snowplayer,,2,,3/7/1964
1963,1963,5,18,LUNDIN PK,BC,WA,0.000,0.000,Climber,,1,,5/18/1963
1963,1963,3,3,RED MOUNTAIN PASS,RD,CO,0.000,0.000,Motorist,,3,,3/3/1963
1963,1962,12,31,TABERG,TN,NY,0.000,0.000,Snowplayer,,2,,12/31/1962
1962,1962,5,20,BIG FOUR MTN,BC,WA,0.000,0.000,Climber,,1,,5/20/1962
1962,1962,3,25,GRANITE MT,BC,WA,0.000,0.000,Climber,,2,,3/25/1962
1962,1962,2,10,SWIFT CREEK,BC,WY,0.000,0.000,Hiker,Snowshoe,1,,2/10/1962
1962,1962,1,21,TWIN LAKES,TN,CO,0.000,0.000,Resident,Foot,7,,1/21/1962
1962,1961,11,24,ARAPAHOE BASIN,SA,CO,0.000,0.000,Inbounds Rider,Ski,1,,11/24/1961
1961,1961,2,23,ASPEN MTN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/23/1961
1960,1960,3,19,SAWATCH / LA PLATA PEAK,BC,CO,0.000,0.000,Climber,,1,,3/19/1960
1960,1960,3,9,SUPERIOR CREEK,RD,ID,0.000,0.000,Others at Work,,2,,3/9/1960
1960,1960,2,13,BERTHOUD PASS (Floral Park),BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,2/13/1960
1959,1959,6,20,MT HOOD,BC,OR,0.000,0.000,Climber,,1,,6/20/1959
1959,1959,2,3,ASPEN MTN,SA,CO,0.000,0.000,Inbounds Rider,Ski,1,,2/3/1959
1958,1958,3,9,SNOW BASIN,SA,UT,0.000,0.000,Backcountry Tourer,Ski,1,,3/9/1958
1958,1958,3,9,SNOW BASIN,SA,UT,0.000,0.000,Rescuer,,1,,3/9/1958
1958,1958,2,14,CAMP BIRD HWY,RD,CO,0.000,0.000,Miner,,1,,2/14/1958
1958,1958,2,14,CAMP BIRD HWY,RD,CO,0.000,0.000,Rescuer,,3,,2/14/1958
1957,1957,4,8,DAM SLIDE,RD,CO,0.000,0.000,Highway Personnel,Foot,2,,4/8/1957
1957,1957,4,7,GRANITE MTN. SNOQUAL,BC,WA,0.000,0.000,Hiker,,1,,4/7/1957
1957,1957,2,24,ST MARYS LAKE,BC,CO,0.000,0.000,Climber,,1,,2/24/1957
1957,1957,2,5,WARDNER,TN,ID,0.000,0.000,Resident,Foot,1,,2/5/1957
1956,1956,3,5,LEEKS CANYON,SA,WY,0.000,0.000,Sidecountry Rider,Ski,1,,3/5/1956
1956,1956,3,2,MACE,TN,ID,0.000,0.000,Resident,Foot,1,,3/2/1956
1956,1956,2,19,TUCKERMAN RAVINE,BC,NH,0.000,0.000,Climber,,1,,2/19/1956
1955,1955,1,15,SQUAW VALLEY,SA,CA,0.000,0.000,Inbounds Rider,Ski,1,,1/15/1955
1954,1954,4,2,MOON PASS,RD,ID,0.000,0.000,Highway Personnel,,1,,4/2/1954
1954,1954,2,28,SITKA,SA,AK,0.000,0.000,Backcountry Tourer,Ski,2,,2/28/1954
1954,1954,2,12,MT WASHINGTON,BC,NH,0.000,0.000,Climber,,2,,2/12/1954
1953,1953,5,26,GLACIER NP,BC,MT,0.000,0.000,Highway Personnel,,2,,5/26/1953
1953,1953,2,7,SOURCE LAKE,BC,WA,0.000,0.000,Backcountry Tourer,Ski,1,,2/7/1953
1952,1952,5,9,SEWARD HWY,RD,AK,0.000,0.000,Motorist,,1,,5/9/1952
1952,1952,2,29,COBALT,RD,ID,0.000,0.000,Highway Personnel,,1,,2/29/1952
1952,1952,1,19,SUN VALLEY,SA,ID,0.000,0.000,Inbounds Rider,Ski,4,,1/19/1952
1952,1952,1,14,TWIN BRIDGES,RS,CA,0.000,0.000,Resident,Foot,2,,1/14/1952
1952,1952,1,7,SILVERTON,RD,CO,0.000,0.000,Miner,,1,,1/7/1952
1952,1951,12,30,WOLF CREEK PASS,RD,CO,0.000,0.000,Motorist,,2,,12/30/1951
1951,1951,4,25,MONARCH PASS,RD,CO,0.000,0.000,Motorist,,2,,4/25/1951
